Unnamed: 0,Focal Plane Image,Time Stream Image,Number of Detectors,Y and X Extent Ratio,Mean abs(Correlation),Mean abs(Time Lag),Y Hist Max and Adjacent/Number of Detectors,Within 0.1 of Y Hist Max/Number of Detectors,TOD,Start Index,Stop Index,Start Ctime,Stop Ctime,Median Ctime,ra,dec,ra with TOD Offsets,dec with TOD Offsets,Type,Glitch
7,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_32493-32939.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_32493-32939.png,18.0,0.5661894232766946,0.4310699083647596,1.2091503267973855,0.3333333333333333,0.5,1559982368.1559990874.ar5:f090,32493.0,32939.0,1559982449.277467,1559982450.40333,1559982449.840399,-4.5847883861271175,-0.3388199578567393,-0.0840372378663979,-0.0137468575501199,Original,Unlabeled
8,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_43482-43885.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_43482-43885.png,19.0,0.54784302982585,0.2524245335795106,16.526315789473685,0.4210526315789473,0.7894736842105263,1559982368.1559990874.ar5:f090,43482.0,43885.0,1559982477.079946,1559982478.097017,1559982477.588481,-4.800132337842007,0.1467115813919435,-0.0876594948267099,-0.0055384565461944,Original,Unlabeled
9,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_58003-58406.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_58003-58406.png,6.0,0.5146863231341225,0.4811445713099325,33.6,0.5,1.0,1559982368.1559990874.ar5:f090,58003.0,58406.0,1559982513.818487,1559982514.835559,1559982514.327023,-5.243768590007703,0.8417791977578173,-0.0950301986259777,0.0063501994114677,Original,Unlabeled
10,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_71939-72387.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_71939-72387.png,35.0,0.7068446233216229,0.4180130582898172,0.253781512605042,0.4,0.4857142857142857,1559982368.1559990874.ar5:f090,71939.0,72387.0,1559982549.076953,1559982550.207875,1559982549.642414,-4.408231221151929,0.0030227578031799,-0.080544993895061,-0.0083562728322716,Original,Unlabeled
11,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_74979-75097.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_74979-75097.png,4.0,0.7117601881382746,0.4456801323689477,10.166666666666666,0.25,0.25,1559982368.1559990874.ar5:f090,74979.0,75097.0,1559982556.768237,1559982557.064251,1559982556.916244,-4.993462946913834,0.815299797595921,-0.09024320451811,0.0054227164885438,Original,Unlabeled
12,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_81278-81682.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_81278-81682.png,6.0,0.6667306790470223,0.5034270485763083,0.0666666666666666,0.3333333333333333,1.0,1559982368.1559990874.ar5:f090,81278.0,81682.0,1559982572.704891,1559982573.724492,1559982573.2146912,-5.918214139211536,2.214040166526806,-0.1069368498981785,0.0304756976890488,Original,Unlabeled
13,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_84501-84906.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_84501-84906.png,10.0,1.5530832775931749,0.4971230306211033,0.7777777777777778,0.4,0.8,1559982368.1559990874.ar5:f090,84501.0,84906.0,1559982580.859172,1559982581.881298,1559982581.370232,-1.4422719030931916,-3.651978199214045,-0.0298265256135768,-0.0711532046052348,Original,Unlabeled
14,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_95769-96174.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_95769-96174.png,28.0,5.214340212272194,0.3748671293960772,0.0423280423280423,0.5714285714285714,0.5714285714285714,1559982368.1559990874.ar5:f090,95769.0,96174.0,1559982609.367523,1559982610.389655,1559982609.878589,-5.387999027228442,1.7739399352476035,-0.0974893634044207,0.0228990665679402,Original,Unlabeled
15,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_97866-98271.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_97866-98271.png,29.0,0.7077343639099084,0.2505764533754416,10.157635467980295,0.3793103448275862,0.4827586206896552,1559982368.1559990874.ar5:f090,97866.0,98271.0,1559982614.672992,1559982615.695123,1559982615.184057,-2.2446911363331976,-3.024072398851059,-0.0435283987609878,-0.0604675358300147,Original,Unlabeled
16,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_102031-102435.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_102031-102435.png,21.0,0.6986953965770443,0.2727717854922235,4.6571428571428575,0.3809523809523809,0.4285714285714285,1559982368.1559990874.ar5:f090,102031.0,102435.0,1559982625.210558,1559982626.23016,1559982625.7203588,-6.445652870560917,3.2715660878974213,-0.1147489783557435,0.0475331020994904,Original,Unlabeled
17,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_102691-103094.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_102691-103094.png,10.0,0.2857499712797487,0.4258072248246773,31.64444444444445,0.3,1.0,1559982368.1559990874.ar5:f090,102691.0,103094.0,1559982626.880377,1559982627.897448,1559982627.388913,-5.257270907492957,1.980130902424996,-0.0956154212598415,0.0273278237613311,Original,Unlabeled
18,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_103302-103705.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_103302-103705.png,12.0,0.4241434940863294,0.3357902803671005,1.5757575757575757,0.4166666666666667,0.75,1559982368.1559990874.ar5:f090,103302.0,103705.0,1559982628.426224,1559982629.443295,1559982628.93476,-4.670117258392761,0.8334799975517833,-0.0853547456257864,0.0065711548195735,Original,Unlabeled
19,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_117799-118204.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_117799-118204.png,8.0,0.2962658148815754,0.3792610282286452,46.35714285714285,0.625,1.0,1559982368.1559990874.ar5:f090,117799.0,118204.0,1559982665.104041,1559982666.126173,1559982665.615107,-4.0086551789546165,0.1431097057943692,-0.0745917751540653,-0.0048358966436508,Original,Unlabeled
20,TOD_1559982368.1559990874.ar5:f090_entire_array_tslice_118989-119392.png,TOD_1559982368.1559990874.ar5:f090_snipTOD_tslice_118989-119392.png,11.0,0.3002534511943707,0.3154906202895828,11.036363636363635,0.4545454545454545,0.7272727272727273,1559982368.1559990874.ar5:f090,118989.0,119392.0,1559982668.114775,1559982669.131843,1559982668.62331,-2.373357524393251,-2.430347039823325,-0.0458719211374727,-0.0499795941626172,Original,Unlabeled
